V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mTurkCode,Q6,Q9,Q1,Q2,Q4,Q5,Q11,Q10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1jZdnzCmUG2hpYw,Default Response Set,Anonymous,,,173.217.107.69,0,2016-05-16 11:55:58,2016-05-16 11:56:32,1,7408751,1,1,,2,,2,3,,32.708099365234,-93.277900695801,-1,
R_5BC0JdVWc4c1xvT,Default Response Set,Anonymous,,,100.12.173.143,0,2016-05-16 11:53:33,2016-05-16 11:58:10,1,5738721,1,1,,2,2,,3,Interesting survey,40.724792480469,-73.911499023438,-1,
R_2Y5oUQzYbenLjOk,Default Response Set,Anonymous,,,74.119.60.80,0,2016-05-16 11:57:57,2016-05-16 12:00:53,1,7751218,1,1,,2,1,,3,,39.089202880859,-77.183502197266,-1,
R_2z7LT6K0pnuniSB,Default Response Set,Anonymous,,,207.183.177.26,0,2016-05-16 12:00:38,2016-05-16 12:01:30,1,4504151,1,1,2,,1,,3,,42.982696533203,-110.94930267334,-1,
R_12zIF0VWZ3D7fKd,Default Response Set,Anonymous,,,96.57.123.18,0,2016-05-16 12:01:05,2016-05-16 12:02:28,1,3548819,1,1,,2,2,,3,none,40.642807006836,-74.442199707031,-1,
R_3nPghKudtfD6Eke,Default Response Set,Anonymous,,,198.7.242.79,0,2016-05-16 12:03:38,2016-05-16 12:06:27,1,7337704,1,1,,2,,2,3,thank you,41.81950378418,-71.410697937012,-1,
R_8nZ1gcmq9ZYzJPv,Default Response Set,Anonymous,,,72.69.125.218,0,2016-05-16 12:04:34,2016-05-16 12:06:40,1,1337567,1,1,,2,,1,2,,40.638397216797,-73.666702270508,-1,
R_bHQYMfihX0u479H,Default Response Set,Anonymous,,,72.69.125.218,0,2016-05-16 12:06:51,2016-05-16 12:07:08,1,5013017,1,1,,2,,1,3,,40.638397216797,-73.666702270508,-1,
R_396HHJ0rqsUk6MV,Default Response Set,Anonymous,,,67.160.180.163,0,2016-05-16 12:08:03,2016-05-16 12:10:15,1,2605296,1,1,,2,2,,3,,45.671295166016,-122.66040039062,-1,
R_2ZHUaJ3G03y38p2,Default Response Set,Anonymous,,,172.13.4.132,0,2016-05-16 12:09:10,2016-05-16 12:10:23,1,1525494,1,1,2,,1,,2,,39.02409362793,-94.671401977539,-1,
R_0GSlCwcXDMgSM01,Default Response Set,Anonymous,,,72.201.200.179,0,2016-05-16 12:11:34,2016-05-16 12:12:02,1,1763526,1,1,,1,2,,3,,33.769393920898,-112.24819946289,-1,
R_3GivXWxNbqjzJm2,Default Response Set,Anonymous,,,172.75.209.161,0,2016-05-16 12:10:06,2016-05-16 12:12:49,1,3431727,1,1,,2,,2,3,,34.119201660156,-80.862998962402,-1,
R_2ZPOd94VGcS3SKR,Default Response Set,Anonymous,,,66.76.245.61,0,2016-05-16 12:12:28,2016-05-16 12:14:12,1,3047187,1,1,1,,2,,3,I think this was fun and interesting.  Thank you!,36.075103759766,-97.031196594238,-1,
R_3Gy2IY2jW93eJsD,Default Response Set,Anonymous,,,69.250.38.25,0,2016-05-16 12:17:50,2016-05-16 12:18:53,1,8233989,1,1,,2,2,,3,,38.811492919922,-77.12850189209,-1,
R_4Zx2zlUogo0AkWl,Default Response Set,Anonymous,,,128.205.162.132,0,2016-05-16 12:17:18,2016-05-16 12:19:09,1,8251446,1,1,,2,,2,3,No concerns,42.768402099609,-78.887100219727,-1,
R_5zke9qLRYxQRdSh,Default Response Set,Anonymous,,,66.87.83.68,0,2016-05-16 12:18:24,2016-05-16 12:20:06,1,2690221,1,1,2,,,2,2,,39.264205932617,-76.589401245117,-1,
R_3vNb4lGC7c5wfqV,Default Response Set,Anonymous,,,130.47.240.44,0,2016-05-16 12:18:56,2016-05-16 12:20:19,1,8624598,1,1,2,,1,,3,,43.074996948242,-89.459297180176,-1,
R_vUXyuvRTDXNs1lD,Default Response Set,Anonymous,,,97.85.135.141,0,2016-05-16 12:18:24,2016-05-16 12:20:48,1,5711576,1,1,1,,2,,3,,38.8125,-90.35009765625,-1,
R_e9jXjb2H8p2t7vr,Default Response Set,Anonymous,,,206.176.21.29,0,2016-05-16 12:20:12,2016-05-16 12:21:22,1,2710765,1,1,,2,,1,3,,45.481903076172,-98.506401062012,-1,
R_2asHBDRO8MYSocB,Default Response Set,Anonymous,,,73.23.162.88,0,2016-05-16 12:18:49,2016-05-16 12:22:19,1,2672704,1,1,,2,,2,3,Even distribution was the fairest in these questions. ,26.37109375,-81.773300170898,-1,
R_1dihnWIqlvDH5FQ,Default Response Set,Anonymous,,,68.38.254.163,0,2016-05-16 12:22:00,2016-05-16 12:23:29,1,4396144,1,1,,2,2,,3,,40.236892700195,-85.467903137207,-1,
R_2WVgUyJob66xrtT,Default Response Set,Anonymous,,,71.230.37.237,0,2016-05-16 12:25:01,2016-05-16 12:26:14,1,6861498,1,1,2,,,2,3,,39.989303588867,-75.611999511719,-1,
R_upKwcrObboQ0Hlf,Default Response Set,Anonymous,,,32.209.57.48,0,2016-05-16 12:22:22,2016-05-16 12:26:22,1,4811176,1,1,1,,1,,2,"I was confused about the attention check question. I know it said ""the third option from the top"", but I did not know if that meant that you wanted me to start from the top and count three down from there, or start at the bottom and count towards the top. Sorry for the inconvenience! I did pay attention; I was just confused on the wording.  ",41.343307495117,-73.065399169922,-1,
R_124ocBXWV9T13Sn,Default Response Set,Anonymous,,,96.57.65.98,0,2016-05-16 12:25:16,2016-05-16 12:26:49,1,1534317,1,1,1,,1,,2,,40.873199462891,-73.081199645996,-1,
R_rcgjd3vLc9aPwyJ,Default Response Set,Anonymous,,,174.99.68.173,0,2016-05-16 12:24:06,2016-05-16 12:26:51,1,7216499,1,1,,2,1,,3,,35.946594238281,-78.797698974609,-1,
R_3oNH7Z7vHu5cB6C,Default Response Set,Anonymous,,,71.207.140.172,0,2016-05-16 12:24:58,2016-05-16 12:27:58,1,5700767,1,1,1,,,2,3,,37.129806518555,-77.403396606445,-1,
R_1gecMHfocXXI771,Default Response Set,Anonymous,,,206.29.176.53,0,2016-05-16 12:29:26,2016-05-16 12:30:00,1,1264011,1,1,,2,,2,3,,37.751007080078,-97.821998596191,-1,
R_3exnm7TELWzgXQb,Default Response Set,Anonymous,,,24.99.182.181,0,2016-05-16 12:29:08,2016-05-16 12:31:48,1,2509817,1,1,2,,,2,3,,34.119003295898,-84.447700500488,-1,
R_2lc1TM8eRLVJn5T,Default Response Set,Anonymous,,,75.112.251.153,0,2016-05-16 12:30:21,2016-05-16 12:32:23,1,789935,1,1,,2,,1,3,,39.728393554688,-86.069000244141,-1,
R_1o4Q9GEMpEkAWoa,Default Response Set,Anonymous,,,75.121.222.14,0,2016-05-16 12:31:03,2016-05-16 12:32:37,1,7059939,1,1,2,,2,,3,,47.37109375,-122.71530151367,-1,
R_3J9Sxde0ypHQ831,Default Response Set,Anonymous,,,98.186.176.51,0,2016-05-16 12:31:46,2016-05-16 12:33:14,1,4867023,1,1,,2,,1,2,,37.61279296875,-97.366401672363,-1,
R_1hXqnQLEhgxuNe5,Default Response Set,Anonymous,,,98.80.219.18,0,2016-05-16 12:32:13,2016-05-16 12:34:05,1,6772656,1,1,2,,,2,3,,32.829299926758,-83.492797851562,-1,
R_2VkJytrYv9VU2Sq,Default Response Set,Anonymous,,,63.151.141.158,0,2016-05-16 12:32:09,2016-05-16 12:34:06,1,7007118,1,1,,2,1,,3,,36.635498046875,-88.282997131348,-1,
R_1lxAnl4GVt8tN4l,Default Response Set,Anonymous,,,71.167.153.216,0,2016-05-16 12:35:15,2016-05-16 12:36:46,1,7206951,1,1,,2,,2,3,,40.589996337891,-73.644599914551,-1,
R_2TI93a3sg7O7Man,Default Response Set,Anonymous,,,24.179.37.242,0,2016-05-16 12:35:51,2016-05-16 12:37:51,1,1335819,1,1,2,,,1,3,,32.906097412109,-85.936996459961,-1,
R_3Q0clnVE59v8wcp,Default Response Set,Anonymous,,,98.80.219.18,0,2016-05-16 12:38:50,2016-05-16 12:40:58,1,2639812,1,1,1,,1,,3,No additional comments about the survey at this time.,32.829299926758,-83.492797851562,-1,
R_2a8fw1HB4giEiDx,Default Response Set,Anonymous,,,68.190.128.37,0,2016-05-16 12:40:08,2016-05-16 12:40:59,1,5959881,1,1,,1,,1,1,,45.523300170898,-91.699897766113,-1,
R_2frnWg4IvCy2fdb,Default Response Set,Anonymous,,,68.48.128.139,0,2016-05-16 12:58:10,2016-05-16 13:00:15,1,1468358,1,1,1,,1,,3,,42.988800048828,-85.46410369873,-1,
R_1173UC7GGE9Cd5i,Default Response Set,Anonymous,,,162.216.46.125,0,2016-05-16 13:02:42,2016-05-16 13:03:14,1,4534082,1,1,,1,2,,3,N/A,33.036193847656,-96.671203613281,-1,
R_1MquyEQw1u3l8lj,Default Response Set,Anonymous,,,71.51.26.97,0,2016-05-16 13:18:17,2016-05-16 13:20:41,1,4116369,1,1,2,,,2,3,none,37.987594604492,-78.608596801758,-1,
R_CeM1xKsgwDwjzC9,Default Response Set,Anonymous,,,70.95.79.157,0,2016-05-16 13:19:56,2016-05-16 13:22:13,1,8568117,1,1,,2,,1,3,,32.957000732422,-117.19789886475,-1,
R_3fdjqbUD4XlW8AK,Default Response Set,Anonymous,,,68.197.203.169,0,2016-05-16 13:29:39,2016-05-16 13:30:38,1,2482021,1,1,,1,1,,3,,41.25439453125,-74.040298461914,-1,
R_2chL4gPohTStsYF,Default Response Set,Anonymous,,,73.205.68.46,0,2016-05-16 13:45:49,2016-05-16 13:48:08,1,3020342,1,1,2,,,2,3,,27.296493530273,-80.291999816895,-1,
R_egS9hDudBtV87Ad,Default Response Set,Anonymous,,,104.178.14.87,0,2016-05-15 16:15:14,2016-05-15 16:15:48,0,8221616,1,1,,,,,,,,,-1,
R_elpKQHiP38DVHA5,Default Response Set,Anonymous,,,216.14.178.242,0,2016-05-16 11:03:45,2016-05-16 11:05:14,0,1168028,1,1,1,,,1,2,,,,-1,
R_1Qa28Ab3TAbs5fT,Default Response Set,Anonymous,,,50.240.86.58,0,2016-05-16 11:12:54,2016-05-16 11:14:38,0,1176124,1,1,,2,,2,2,,,,-1,
R_wNuBAOSCvqk5w0V,Default Response Set,Anonymous,,,128.12.244.5,0,2016-05-15 11:06:18,2016-05-16 11:21:24,0,,1,1,,,,,,,,,-1,
R_2QnPcdv1n91PedI,Default Response Set,Anonymous,,,67.187.65.41,0,2016-05-16 12:02:30,2016-05-16 12:05:44,0,358507,1,1,2,,,2,2,,,,-1,
R_2EAIpmQIDNd5cCY,Default Response Set,Anonymous,,,72.201.200.179,0,2016-05-16 12:07:01,2016-05-16 12:11:36,0,8535344,1,1,,1,,2,3,,,,-1,
R_1IY0iIRFHLuNV0q,Default Response Set,Anonymous,,,107.12.107.81,0,2016-05-16 12:30:04,2016-05-16 12:31:54,0,7306156,1,,,,,,,,,,-1,
